underlier,date,T,maturity_days,true_psi,psi,smile_r_squared,n_strikes,valid
ES_like,2018-01-03,0.4931506849315068,180,-0.10056178596997284,-0.09688053366123606,0.9716943676072898,21,True
ES_like,2018-01-03,0.6904109589041096,252,-0.08516443896330451,-0.08183831475540233,0.9445654436304576,21,True
ES_like,2018-01-03,1.0,365,-0.058169124634502675,-0.054171992232164436,0.8834918524578521,21,True
ES_like,2018-01-04,0.038356164383561646,14,-0.14722136566936875,-0.1507096284451014,0.9810544102111413,21,True
ES_like,2018-01-04,0.057534246575342465,21,-0.17781616446907644,-0.17877329397987915,0.977727870626579,21,True
ES_like,2018-01-04,0.0821917808219178,30,-0.13928756335572384,-0.14291355419355806,0.9786795564158289,21,True
ES_like,2018-01-04,0.1232876712328767,45,-0.14768781379765675,-0.14822165086888806,0.9743633716858444,21,True
ES_like,2018-01-04,0.1643835616438356,60,-0.07776792067189964,-0.07879825837207294,0.919828066017357,21,True
ES_like,2018-01-04,0.2465753424657534,90,-0.09703805536794192,-0.09261906483309418,0.9727214873241691,21,True
ES_like,2018-01-04,0.3287671232876712,120,-0.08734032621376561,-0.08468019764613184,0.9323668811423547,21,True
ES_like,2018-01-04,0.4931506849315068,180,-0.10992573831133758,-0.10099231042588802,0.9515973200160054,21,True
ES_like,2018-01-04,0.6904109589041096,252,-0.08292052994100367,-0.0805467521127435,0.9248380546030398,21,True
ES_like,2018-01-04,1.0,365,-0.07161784239613875,-0.07985154937019072,0.9610032500416622,21,True
ES_like,2018-01-05,0.038356164383561646,14,-0.1559837318547046,-0.15399381433879805,0.9846153001311835,21,True
ES_like,2018-01-05,0.057534246575342465,21,-0.1551278240951222,-0.15002803170544618,0.9807985079477342,21,True
ES_like,2018-01-05,0.0821917808219178,30,-0.11892175402065358,-0.11646491329764362,0.9752222925961392,21,True
ES_like,2018-01-05,0.1232876712328767,45,-0.07727313983739699,-0.07555838627106869,0.9672634095794166,21,True
ES_like,2018-01-05,0.1643835616438356,60,-0.10738181050843136,-0.10148172454693852,0.8941061542010328,21,True
ES_like,2018-01-05,0.2465753424657534,90,-0.09143512074661424,-0.08967247730546228,0.9533445496917631,21,True
ES_like,2018-01-05,0.3287671232876712,120,-0.11879011884052144,-0.12494014824206094,0.9724244593979847,21,True
ES_like,2018-01-05,0.4931506849315068,180,-0.12309761639287707,-0.13629796823854284,0.9854897171564676,21,True
ES_like,2018-01-05,0.6904109589041096,252,-0.08828970381755677,-0.08723978187925303,0.9529587964836835,21,True
ES_like,2018-01-05,1.0,365,-0.0929778064732533,-0.08989171084069669,0.965764977057809,21,True
ES_like,2018-01-08,0.038356164383561646,14,-0.19106266125266874,-0.1948383595319816,0.9852936333127377,21,True
ES_like,2018-01-08,0.057534246575342465,21,-0.20591738301601958,-0.20530456724909846,0.9886737920080626,21,True
ES_like,2018-01-08,0.0821917808219178,30,-0.14577902093624429,-0.1471485140835905,0.956779713721627,21,True
ES_like,2018-01-08,0.1232876712328767,45,-0.11188371494370261,-0.11391146121731024,0.9585137502067628,21,True
ES_like,2018-01-08,0.1643835616438356,60,-0.10278101935991603,-0.09738121948288579,0.9243349384481984,21,True
ES_like,2018-01-08,0.2465753424657534,90,-0.11905389188640379,-0.12267792253319264,0.9830819008123801,21,True
ES_like,2018-01-08,0.3287671232876712,120,-0.07280075179493395,-0.07178641783238425,0.9047484731358127,21,True
ES_like,2018-01-08,0.4931506849315068,180,-0.08127777959863214,-0.08366344682581502,0.9034286545666073,21,True
ES_like,2018-01-08,0.6904109589041096,252,-0.07827764358388394,-0.06774033167105134,0.9551704428798313,21,True
ES_like,2018-01-08,1.0,365,-0.08817943195748756,-0.08957014927049102,0.9563606765744093,21,True
ES_like,2018-01-09,0.038356164383561646,14,-0.1696401564086452,-0.1660216903900406,0.9908389161346626,21,True
ES_like,2018-01-09,0.057534246575342465,21,-0.16095987511188464,-0.16420390701192328,0.9797266411522664,21,True
ES_like,2018-01-09,0.0821917808219178,30,-0.13280487568003493,-0.13093371020133637,0.9810964723907108,21,True
ES_like,2018-01-09,0.1232876712328767,45,-0.1848949565779459,-0.18499746117942847,0.9837144575908937,21,True
ES_like,2018-01-09,0.1643835616438356,60,-0.08767667488236368,-0.08264409762751955,0.9650808673703085,21,True
ES_like,2018-01-09,0.2465753424657534,90,-0.15889054027094618,-0.15687370147065108,0.9823974758698685,21,True
ES_like,2018-01-09,0.3287671232876712,120,-0.07894252675458382,-0.0777607565170094,0.94430040073128,21,True
ES_like,2018-01-09,0.4931506849315068,180,-0.05704694348184259,-0.0580692111662215,0.9082670320455214,21,True
ES_like,2018-01-09,0.6904109589041096,252,-0.0759196153762153,-0.07096950249934803,0.9151803385117354,21,True
ES_like,2018-01-09,1.0,365,-0.09973780286718513,-0.10012731552077873,0.9571619636516572,21,True
ES_like,2018-01-10,0.038356164383561646,14,-0.2400555417636045,-0.2431182693651077,0.9928295466168993,21,True
ES_like,2018-01-10,0.057534246575342465,21,-0.19290405137085145,-0.1911131573239416,0.9810149115503979,21,True
ES_like,2018-01-10,0.0821917808219178,30,-0.13922308813525147,-0.13511394726909023,0.9695840330996798,21,True
ES_like,2018-01-10,0.1232876712328767,45,-0.12191371761930611,-0.11701168454211729,0.9631721882093888,21,True
ES_like,2018-01-10,0.1643835616438356,60,-0.10464142358510614,-0.10700939547578339,0.9641775759225744,21,True
ES_like,2018-01-10,0.2465753424657534,90,-0.08111605622324855,-0.07559635971537174,0.9090186905958585,21,True
ES_like,2018-01-10,0.3287671232876712,120,-0.1289391289501039,-0.1245612959887017,0.9679805862701828,21,True
ES_like,2018-01-10,0.4931506849315068,180,-0.0734013147622807,-0.07011047233464617,0.9012708596475743,21,True
ES_like,2018-01-10,0.6904109589041096,252,-0.0952642970968258,-0.09908299303638332,0.9375581356222741,21,True
ES_like,2018-01-10,1.0,365,-0.08802663303406806,-0.08995012855094374,0.9484985473026734,21,True
ES_like,2018-01-11,0.038356164383561646,14,-0.22849125473978252,-0.23211358631304513,0.9946754038091878,21,True
ES_like,2018-01-11,0.057534246575342465,21,-0.1275774526395702,-0.12496579222664492,0.9481773226423994,21,True
ES_like,2018-01-11,0.0821917808219178,30,-0.13776524364407314,-0.1301773030339945,0.9905198456231302,21,True
ES_like,2018-01-11,0.1232876712328767,45,-0.10298748555645507,-0.10765357419691754,0.9706800178006176,21,True
ES_like,2018-01-11,0.1643835616438356,60,-0.07652346945596683,-0.07332330178154657,0.9099736863775731,21,True
ES_like,2018-01-11,0.2465753424657534,90,-0.10336741078258088,-0.10176162564025865,0.9369252466915966,21,True
ES_like,2018-01-11,0.3287671232876712,120,-0.09713508466630973,-0.09407228898586847,0.9501520388826848,21,True
ES_like,2018-01-11,0.4931506849315068,180,-0.08344776131207557,-0.08582810886515257,0.963054919642267,21,True
ES_like,2018-01-11,0.6904109589041096,252,-0.07486634369137267,-0.07355805078220444,0.8736326703084932,21,True
ES_like,2018-01-11,1.0,365,-0.0809357470151956,-0.08785796148862858,0.9336088321794532,21,True
ES_like,2018-01-12,0.038356164383561646,14,-0.22888402485182383,-0.22837972967268705,0.9889881501197679,21,True
ES_like,2018-01-12,0.057534246575342465,21,-0.11874225504881215,-0.11994742193644986,0.956341150879118,21,True
ES_like,2018-01-12,0.0821917808219178,30,-0.1498473997949618,-0.1498303850596989,0.9780247483824108,21,True
ES_like,2018-01-12,0.1232876712328767,45,-0.11562908371169776,-0.11393019300106728,0.9760329921235658,21,True
ES_like,2018-01-12,0.1643835616438356,60,-0.07442724955533528,-0.07268117182694153,0.8975336208487101,21,True
ES_like,2018-01-12,0.2465753424657534,90,-0.1074215347513997,-0.10426630707995536,0.9607109351945273,21,True
ES_like,2018-01-12,0.3287671232876712,120,-0.11002569384982254,-0.10900829726959657,0.97739624785294,21,True
ES_like,2018-01-12,0.4931506849315068,180,-0.06673771607982375,-0.07010804804447217,0.899425603048063,21,True
ES_like,2018-01-12,0.6904109589041096,252,-0.0793620185058445,-0.08128532951474282,0.8641436078772755,21,True
ES_like,2018-01-12,1.0,365,-0.07306875967354647,-0.07833930120157863,0.9455993298232804,21,True
ES_like,2018-01-15,0.038356164383561646,14,-0.1866994974376056,-0.18971335429876734,0.9888425080819335,21,True
ES_like,2018-01-15,0.057534246575342465,21,-0.12251735967100837,-0.1252771351539582,0.9679203667897673,21,True
ES_like,2018-01-15,0.0821917808219178,30,-0.12324717715879416,-0.12327549681030814,0.9659683017446811,21,True
ES_like,2018-01-15,0.1232876712328767,45,-0.14543683697840878,-0.14702195838838011,0.9845346022037995,21,True
ES_like,2018-01-15,0.1643835616438356,60,-0.09320526162925685,-0.09101660904950976,0.9553228129932367,21,True
ES_like,2018-01-15,0.2465753424657534,90,-0.10341765950452546,-0.10411232447563436,0.9423613663858277,21,True
ES_like,2018-01-15,0.3287671232876712,120,-0.09119596453097752,-0.08844776409816466,0.9392363593643224,21,True
ES_like,2018-01-15,0.4931506849315068,180,-0.1017905827322653,-0.1017032154864199,0.9555049027882292,21,True
ES_like,2018-01-15,0.6904109589041096,252,-0.0666151001143706,-0.06835162161855202,0.919178094557564,21,True
ES_like,2018-01-15,1.0,365,-0.07962131768010096,-0.07475671332788143,0.8984794954343287,21,True
ES_like,2018-01-16,0.038356164383561646,14,-0.18417886008279538,-0.18659999959565218,0.986919427168288,21,True
ES_like,2018-01-16,0.057534246575342465,21,-0.09656725092408391,-0.09462447791050656,0.9565364502238085,21,True
ES_like,2018-01-16,0.0821917808219178,30,-0.156924436484132,-0.14850993811403287,0.9738861007385424,21,True
ES_like,2018-01-16,0.1232876712328767,45,-0.13246721596192768,-0.13698146014880613,0.9788259368155815,21,True
ES_like,2018-01-16,0.1643835616438356,60,-0.11736520981685722,-0.11777019453035137,0.9436721026087938,21,True
ES_like,2018-01-16,0.2465753424657534,90,-0.16034263434151638,-0.1611308997691259,0.9794283448079196,21,True
ES_like,2018-01-16,0.3287671232876712,120,-0.11901337530244512,-0.12106791655167148,0.9772751554452508,21,True
ES_like,2018-01-16,0.4931506849315068,180,-0.09325455796503386,-0.09187143367004061,0.9594652426042299,21,True
ES_like,2018-01-16,0.6904109589041096,252,-0.07859236582592856,-0.08411676146195934,0.9474685427376818,21,True
ES_like,2018-01-16,1.0,365,-0.08833659267781664,-0.0934878632152135,0.9534398669046245,21,True
ES_like,2018-01-17,0.038356164383561646,14,-0.169543392762062,-0.16802879744571408,0.9790524538710385,21,True
ES_like,2018-01-17,0.057534246575342465,21,-0.22025123596385396,-0.22032674411400777,0.9938224454873383,21,True
ES_like,2018-01-17,0.0821917808219178,30,-0.12573158158799133,-0.12294517313239803,0.9602565616849688,21,True
ES_like,2018-01-17,0.1232876712328767,45,-0.19344066782179747,-0.1910912501386557,0.9932326005882061,21,True
ES_like,2018-01-17,0.1643835616438356,60,-0.07300541183193976,-0.07950793215661527,0.9068216883171014,21,True
ES_like,2018-01-17,0.2465753424657534,90,-0.10790384848733076,-0.10167264587801379,0.9587283072627034,21,True
ES_like,2018-01-17,0.3287671232876712,120,-0.07997306245626637,-0.07936126017862251,0.9527831956127725,21,True
ES_like,2018-01-17,0.4931506849315068,180,-0.08619568159219078,-0.09208215878330549,0.9408308434654101,21,True
ES_like,2018-01-17,0.6904109589041096,252,-0.08128929975170282,-0.08120355789113783,0.9052545184362946,21,True
ES_like,2018-01-17,1.0,365,-0.08017395808437375,-0.08355238637242339,0.9177429436107656,21,True
ES_like,2018-01-18,0.038356164383561646,14,-0.1481608950506545,-0.1538346533476975,0.9804584649136246,21,True
ES_like,2018-01-18,0.057534246575342465,21,-0.17569539245999116,-0.17678257185396196,0.9878828835223452,21,True
ES_like,2018-01-18,0.0821917808219178,30,-0.13956354792547868,-0.13946386328039723,0.9709887086978289,21,True
ES_like,2018-01-18,0.1232876712328767,45,-0.1274898403117612,-0.12824453987307866,0.9747247440258068,21,True
ES_like,2018-01-18,0.1643835616438356,60,-0.11951375484644301,-0.117187758054333,0.9667727869308193,21,True
ES_like,2018-01-18,0.2465753424657534,90,-0.0862796454793626,-0.08841026060544255,0.9416935208203041,21,True
ES_like,2018-01-18,0.3287671232876712,120,-0.11109772526750333,-0.10813774560442911,0.960626182046504,21,True
ES_like,2018-01-18,0.4931506849315068,180,-0.06551377129538358,-0.06650032029444675,0.9087379529968631,21,True
ES_like,2018-01-18,0.6904109589041096,252,-0.08557108798715161,-0.08217017088739387,0.9380139944964011,21,True
ES_like,2018-01-18,1.0,365,-0.08107196007211269,-0.08678853460594879,0.9141264619967125,21,True
ES_like,2018-01-19,0.038356164383561646,14,-0.1419941267693627,-0.1397390711250037,0.9687068591007408,21,True
ES_like,2018-01-19,0.057534246575342465,21,-0.1771461110873322,-0.17270133854990988,0.9887815391379843,21,True
ES_like,2018-01-19,0.0821917808219178,30,-0.11777760233147115,-0.1202527317009886,0.9627153891222893,21,True
ES_like,2018-01-19,0.1232876712328767,45,-0.17047177285683157,-0.16537044979850446,0.9814134476902324,21,True
ES_like,2018-01-19,0.1643835616438356,60,-0.09311451417561907,-0.0940613979606004,0.9325391260126549,21,True
ES_like,2018-01-19,0.2465753424657534,90,-0.12838979743308934,-0.1284330985983506,0.9647622610341449,21,True
ES_like,2018-01-19,0.3287671232876712,120,-0.09128342874881593,-0.08791968244962978,0.9545482365999668,21,True
ES_like,2018-01-19,0.4931506849315068,180,-0.08106035553579102,-0.0718296437214027,0.9411903711408874,21,True
ES_like,2018-01-19,0.6904109589041096,252,-0.09827985832316331,-0.1002802438555793,0.9517543428328401,21,True
ES_like,2018-01-19,1.0,365,-0.08827993520491033,-0.082133959156541,0.9539566283691248,21,True
ES_like,2018-01-22,0.038356164383561646,14,-0.18992789540712948,-0.18515381535464837,0.9846229331647852,21,True
ES_like,2018-01-22,0.057534246575342465,21,-0.13326145124251768,-0.13790447904583414,0.9755968334972669,21,True
ES_like,2018-01-22,0.0821917808219178,30,-0.17548575224146978,-0.17575912079612446,0.9952508675155637,21,True
ES_like,2018-01-22,0.1232876712328767,45,-0.1567684914932387,-0.1621019562000882,0.9835636930728402,21,True
ES_like,2018-01-22,0.1643835616438356,60,-0.12154784224153813,-0.1211424713525783,0.9658678604890996,21,True
ES_like,2018-01-22,0.2465753424657534,90,-0.11850640010388191,-0.1227052107608944,0.971316804575545,21,True
ES_like,2018-01-22,0.3287671232876712,120,-0.08351297104919951,-0.07559237404776795,0.9593159293334441,21,True
ES_like,2018-01-22,0.4931506849315068,180,-0.08346872822600518,-0.07619326646117036,0.9169070328212431,21,True
ES_like,2018-01-22,0.6904109589041096,252,-0.07572411574602064,-0.07939403653386914,0.9459537959122575,21,True
ES_like,2018-01-22,1.0,365,-0.08103038699992311,-0.08532039740765385,0.9601892450047769,21,True
ES_like,2018-01-23,0.038356164383561646,14,-0.14958766516912295,-0.15094540757349437,0.9854378920134762,21,True
ES_like,2018-01-23,0.057534246575342465,21,-0.1323502948045899,-0.12700401889592705,0.9632816218389557,21,True
ES_like,2018-01-23,0.0821917808219178,30,-0.1969537152141421,-0.19103148987120142,0.9865918904905046,21,True
ES_like,2018-01-23,0.1232876712328767,45,-0.13606165683108903,-0.1348141416187061,0.9648152211287464,21,True
ES_like,2018-01-23,0.1643835616438356,60,-0.11122721045989507,-0.11347041799585293,0.968914654745512,21,True
ES_like,2018-01-23,0.2465753424657534,90,-0.10633299285565025,-0.1103758881096981,0.9568864635962829,21,True
ES_like,2018-01-23,0.3287671232876712,120,-0.08614564246697448,-0.08574641851930238,0.9441294579356821,21,True
ES_like,2018-01-23,0.4931506849315068,180,-0.10374493947963183,-0.10159957419536536,0.9620179445676907,21,True
ES_like,2018-01-23,0.6904109589041096,252,-0.11897078278475084,-0.11838265321615536,0.9709346149918004,21,True
ES_like,2018-01-23,1.0,365,-0.0642310917653313,-0.06962328607810696,0.9078894499165514,21,True
ES_like,2018-01-24,0.038356164383561646,14,-0.1891859117173562,-0.18797900846239984,0.9860985454481326,21,True
ES_like,2018-01-24,0.057534246575342465,21,-0.20623910110854335,-0.21030952371595976,0.9911797722930313,21,True
ES_like,2018-01-24,0.0821917808219178,30,-0.12384054470597083,-0.12242693954953365,0.9784430391347281,21,True
ES_like,2018-01-24,0.1232876712328767,45,-0.10977786482520448,-0.113339650931744,0.9642310785866336,21,True
ES_like,2018-01-24,0.1643835616438356,60,-0.09727600185641809,-0.0949514114386608,0.9507304861359286,21,True
ES_like,2018-01-24,0.2465753424657534,90,-0.14645960158080834,-0.15184105393928565,0.9836501895153942,21,True
ES_like,2018-01-24,0.3287671232876712,120,-0.11852819053163345,-0.12439053775278333,0.9645922873150673,21,True
ES_like,2018-01-24,0.4931506849315068,180,-0.10891196455762991,-0.11324778027717969,0.9646819739420608,21,True
ES_like,2018-01-24,0.6904109589041096,252,-0.08500851992680382,-0.0930177051905879,0.9370356604193423,21,True
ES_like,2018-01-24,1.0,365,-0.08360511427423024,-0.08295248322482343,0.8892236318344893,21,True
ES_like,2018-01-25,0.038356164383561646,14,-0.22400009879443425,-0.226990857049085,0.992249879179775,21,True
ES_like,2018-01-25,0.057534246575342465,21,-0.16363928983207485,-0.15940599191588636,0.9828293786836155,21,True
ES_like,2018-01-25,0.0821917808219178,30,-0.1471295244382869,-0.15281992054760174,0.9788285877967939,21,True
ES_like,2018-01-25,0.1232876712328767,45,-0.09107231537364167,-0.0937897582564274,0.9408187066308228,21,True
ES_like,2018-01-25,0.1643835616438356,60,-0.11987257114945007,-0.11481213034906117,0.973602143513806,21,True
ES_like,2018-01-25,0.2465753424657534,90,-0.09805101343868307,-0.09941968872632727,0.9542336921089417,21,True
ES_like,2018-01-25,0.3287671232876712,120,-0.10716644875490117,-0.10812573435138172,0.959410859371784,21,True
ES_like,2018-01-25,0.4931506849315068,180,-0.07733361549134644,-0.07690527390141626,0.9571393468911448,21,True
ES_like,2018-01-25,0.6904109589041096,252,-0.109450739433956,-0.10879173652169895,0.965663659975742,21,True
ES_like,2018-01-25,1.0,365,-0.09104270964211604,-0.08886316258522577,0.9402730592113135,21,True
ES_like,2018-01-26,0.038356164383561646,14,-0.13677820892807627,-0.1434032280304491,0.9878204006868552,21,True
ES_like,2018-01-26,0.057534246575342465,21,-0.13243637381391285,-0.13872806535157936,0.9794305647236956,21,True
ES_like,2018-01-26,0.0821917808219178,30,-0.13965867851435043,-0.1434617628626414,0.963801297148357,21,True
ES_like,2018-01-26,0.1232876712328767,45,-0.17334461039988297,-0.1766617423542169,0.9846348696240202,21,True
ES_like,2018-01-26,0.1643835616438356,60,-0.1372465666067457,-0.1332274745087218,0.9655340704357469,21,True
ES_like,2018-01-26,0.2465753424657534,90,-0.11078140764482416,-0.10446344549808381,0.9515318018860925,21,True
ES_like,2018-01-26,0.3287671232876712,120,-0.07849403775015244,-0.0784952694026625,0.9271530327513894,21,True
ES_like,2018-01-26,0.4931506849315068,180,-0.09715582236606925,-0.09665534066492963,0.943638359696806,21,True
ES_like,2018-01-26,0.6904109589041096,252,-0.07532747601441513,-0.06961833766505353,0.9543593371926394,21,True
ES_like,2018-01-26,1.0,365,-0.07481341092521912,-0.08065981621828376,0.938269792570138,21,True
ES_like,2018-01-29,0.038356164383561646,14,-0.18677009704299333,-0.1871514315547994,0.9903046148483602,21,True
ES_like,2018-01-29,0.057534246575342465,21,-0.1711894866858248,-0.17825646645524745,0.9928542276828067,21,True
ES_like,2018-01-29,0.0821917808219178,30,-0.13192826917236894,-0.1333406323394982,0.9648951053654017,21,True
ES_like,2018-01-29,0.1232876712328767,45,-0.1507981198739859,-0.15299793025163166,0.9831853078339016,21,True
ES_like,2018-01-29,0.1643835616438356,60,-0.15215600147696484,-0.15688835561615003,0.9838855540707042,21,True
ES_like,2018-01-29,0.2465753424657534,90,-0.09968107353702825,-0.09602325395046042,0.9603861497415611,21,True
ES_like,2018-01-29,0.3287671232876712,120,-0.08968745605525474,-0.0875676019361521,0.9236764901679956,21,True
ES_like,2018-01-29,0.4931506849315068,180,-0.08464047969677006,-0.09223988208742573,0.912738230100885,21,True
ES_like,2018-01-29,0.6904109589041096,252,-0.05420824716959937,-0.05565961126550279,0.8916966748528575,21,True
ES_like,2018-01-29,1.0,365,-0.07788154813831182,-0.07721297065249859,0.9078323365977328,21,True
ES_like,2018-01-30,0.038356164383561646,14,-0.14567690133162142,-0.14824210126511295,0.9782041546216961,21,True
ES_like,2018-01-30,0.057534246575342465,21,-0.19370598357206317,-0.1936962977527844,0.9892292922497241,21,True
ES_like,2018-01-30,0.0821917808219178,30,-0.1260188217950661,-0.12387027470216555,0.9462634266750528,21,True
ES_like,2018-01-30,0.1232876712328767,45,-0.13952649003467898,-0.1395220164056082,0.9684545981776995,21,True
ES_like,2018-01-30,0.1643835616438356,60,-0.0864213213322556,-0.0815428749794818,0.9302267947241414,21,True
ES_like,2018-01-30,0.2465753424657534,90,-0.07940127211445909,-0.0821322176810627,0.9727317234458308,21,True
ES_like,2018-01-30,0.3287671232876712,120,-0.09192384352734886,-0.08940387073200994,0.9548202820693952,21,True
ES_like,2018-01-30,0.4931506849315068,180,-0.11522512444886418,-0.11461399709808855,0.9619870812580138,21,True
ES_like,2018-01-30,0.6904109589041096,252,-0.10767113602741124,-0.10713647979995247,0.9608262841947053,21,True
ES_like,2018-01-30,1.0,365,-0.0485458516429845,-0.05067700624374363,0.832668835914634,21,True
ES_like,2018-01-31,0.038356164383561646,14,-0.1490365148001322,-0.14523040506700444,0.9786760129757623,21,True
ES_like,2018-01-31,0.057534246575342465,21,-0.1601958375199174,-0.15848841987091705,0.971741476650856,21,True
ES_like,2018-01-31,0.0821917808219178,30,-0.14378747472140452,-0.14416828498548215,0.9801026293789353,21,True
ES_like,2018-01-31,0.1232876712328767,45,-0.2462169228180029,-0.2397327504317168,0.9938428931309028,21,True
ES_like,2018-01-31,0.1643835616438356,60,-0.10857311171046193,-0.10822597904092786,0.9482705739182204,21,True
ES_like,2018-01-31,0.2465753424657534,90,-0.08485083862586046,-0.0803580444893253,0.9546869311325112,21,True
ES_like,2018-01-31,0.3287671232876712,120,-0.10739752097580214,-0.11152504026786011,0.9773066690994802,21,True
ES_like,2018-01-31,0.4931506849315068,180,-0.06810143291844044,-0.06862924079723765,0.8837400830690965,21,True
ES_like,2018-01-31,0.6904109589041096,252,-0.10666476076975191,-0.10492776801004645,0.9571333346705496,21,True
ES_like,2018-01-31,1.0,365,-0.09106673098226974,-0.08993602333345865,0.9340459713285958,21,True
ES_like,2018-02-01,0.038356164383561646,14,-0.1712027075371049,-0.17627182187761423,0.9813163602573228,21,True
ES_like,2018-02-01,0.057534246575342465,21,-0.13190175101821167,-0.12554129697804628,0.9687266894971542,21,True
ES_like,2018-02-01,0.0821917808219178,30,-0.1751029144029269,-0.17535967353447088,0.9846400330530009,21,True
ES_like,2018-02-01,0.1232876712328767,45,-0.13038315122885621,-0.12859499734449384,0.9539614452371779,21,True
ES_like,2018-02-01,0.1643835616438356,60,-0.1593952249041574,-0.16245032243911045,0.9801734546690143,21,True
ES_like,2018-02-01,0.2465753424657534,90,-0.11110167707415465,-0.11406526311553819,0.9643317012252598,21,True
ES_like,2018-02-01,0.3287671232876712,120,-0.10718381490295277,-0.1077123977023459,0.9632416122307186,21,True
ES_like,2018-02-01,0.4931506849315068,180,-0.14351892847960057,-0.14775480250126044,0.9708658137347884,21,True
ES_like,2018-02-01,0.6904109589041096,252,-0.07012728605038454,-0.072913283692791,0.9525581915013313,21,True
ES_like,2018-02-01,1.0,365,-0.05468365031616226,-0.055679392375702415,0.8550823561474203,21,True
ES_like,2018-02-02,0.038356164383561646,14,-0.13634833767180074,-0.1418800978579708,0.9680946452548718,21,True
ES_like,2018-02-02,0.057534246575342465,21,-0.15872853190395117,-0.15707272308270573,0.9811637340760037,21,True
ES_like,2018-02-02,0.0821917808219178,30,-0.13370375209865742,-0.13367873077682058,0.9644057501776537,21,True
ES_like,2018-02-02,0.1232876712328767,45,-0.11313003744070689,-0.11748669484210957,0.9706431676148664,21,True
ES_like,2018-02-02,0.1643835616438356,60,-0.20345193210066223,-0.20032920874294652,0.9846394231634541,21,True
ES_like,2018-02-02,0.2465753424657534,90,-0.10351562060993957,-0.10734054594737097,0.9675175099527913,21,True
ES_like,2018-02-02,0.3287671232876712,120,-0.08520821311376779,-0.08062674054991593,0.9658519014700218,21,True
ES_like,2018-02-02,0.4931506849315068,180,-0.12330720089064222,-0.12040168789420648,0.9591733125251248,21,True
ES_like,2018-02-02,0.6904109589041096,252,-0.0870546319967864,-0.09535598298375175,0.926329519739325,21,True
ES_like,2018-02-02,1.0,365,-0.0511314510599727,-0.0586486568390986,0.8986904308935946,21,True
ES_like,2018-02-05,0.038356164383561646,14,-0.17622409571478626,-0.1759467839380851,0.9808262827063785,21,True
ES_like,2018-02-05,0.057534246575342465,21,-0.15612714000597264,-0.14885809287450166,0.9819773844127099,21,True
ES_like,2018-02-05,0.0821917808219178,30,-0.1006555666035436,-0.10216094555307434,0.9490448606190587,21,True
ES_like,2018-02-05,0.1232876712328767,45,-0.11494753411674684,-0.12159857613747037,0.9781053220358221,21,True
ES_like,2018-02-05,0.1643835616438356,60,-0.0817175746234501,-0.0776772607255542,0.8706554098984234,21,True
ES_like,2018-02-05,0.2465753424657534,90,-0.09770285730450257,-0.10098262033929828,0.9502469439887474,21,True
ES_like,2018-02-05,0.3287671232876712,120,-0.09514456044576694,-0.08443709697030038,0.9544111244979991,21,True
ES_like,2018-02-05,0.4931506849315068,180,-0.0850309283733746,-0.08580453137109975,0.9096312043274332,21,True
ES_like,2018-02-05,0.6904109589041096,252,-0.0480653332207084,-0.0458454852314518,0.776273758880654,21,True
ES_like,2018-02-05,1.0,365,-0.06973490557917272,-0.06957774506515498,0.9048090240927005,21,True
ES_like,2018-02-06,0.038356164383561646,14,-0.16179083158012564,-0.15655885359498217,0.9742278523534198,21,True
